,ftype,K,d,c1,c2,c3,e11,e12,e21,e22,e31,e32,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,3,2,0.508522001039,8.74387704673e-05,0.10715680893,0.874279868738,-0.236878027589,-21.0580480681,0.616383298958,41.8411819085,0.504065207361,0.364778526903,0.0647735774818,0.261073157391,0.75,0.99,0.0304745051037,0.0728958775781
