,ftype,K,d,c1,c2,c3,e11,e12,e21,e22,e31,e32,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,MA,3,2,0.214084364644,0.229744513651,0.185013327697,3.07756162718,-0.546055118077,3.87341332183,-0.523182492715,1.88909021098,-0.57331604179,1,0.0647735774818,0.261073157391,0.75,0.99,0.0276429415191,0.0690172769269
