ub0,ub1,rms_err,e31,e30,e11,e10,ftype,lb1,lb0,K,a1,c3,c2,c1,c0,c4,e40,e41,e20,d,e21,e00,e01,max_err
-0.2876820724517809,-0.2876820724517809,0.0091715517799999431,-2.4414212020637343,1.306259987171315,9.096143939948103,-1.0701593071287627,SMA,-1.4163179249050939,-1.3429546144171396,5,1.3335076609158849,0.23975693293119671,0.20024193172095178,0.018421788998959698,5.9756350214547237e-99,0.91063240118597455,0.78487951342742657,2.6009459213863524,0.22877750044592049,2,71.967179299717898,-80.310936753319936,-5.7113965156866975,0.02885117636951573
