,ftype,K,d,c1,c2,c3,c4,c5,e11,e12,e21,e22,e31,e32,e41,e42,e51,e52,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,MA,5,2,3.00309804209,1.54411237188,0.0176665967618,1.84747420452,2.96576470878,1.46022298758,1.28634528522,1.12200871553,1.14744997128,-0.86855371886,1.6863559195,1.15498892986,1.76800688029,1.29861092858,4.7865400709,1,0.0647735774818,0.261073157391,0.75,0.99,0.0304187761878,0.0895705861957
