,ftype,K,d,c1,c2,c3,e11,e12,e21,e22,e31,e32,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,MA,3,2,0.00887001533681,5.86043848165,6.09522955761,2.06260819622,-1.17637618264,3.92376026779,1.56388091156,1.08705880552,1.69905883267,1,0.0647735774818,0.254873630576,0.75,0.99,0.0498474556023,0.140406444308
