lb1,lb0,e20,d,ub0,e11,e10,K,e00,e01,a1,ftype,max_err,ub1,c2,c1,c0,rms_err,e21
-1.4163179249050939,-1.3429546144171396,0.52439056360280023,2,-0.2876820724517809,4.5515792316740074,-0.44863865703585543,3,0.77596869561764403,1535.7301249166262,0.88080539149134529,SMA,0.043243793775199268,-0.2876820724517809,0.5761532758850284,0.17182816440811963,818615.22645795811,0.010924249221547767,-0.20363040204269942
