lb1,lb0,e20,d,ub0,e11,e10,K,e00,e01,a1,ftype,max_err,ub1,c2,c1,c0,rms_err,e21
-1.4163179249050939,-1.3429546144171396,-0.62556141595214676,2,-0.2876820724517809,66.816684938400257,0.49023998390904899,3,0.62886852684412953,0.28731343831090461,0.93561794198643722,SMA,0.030079176582072042,-0.2876820724517809,0.090472795168118056,0.25722240734673202,0.81795174129033144,0.0085374599167329576,5.8286876155556033
