ub0,ub1,rms_err,e31,e30,e11,e10,ftype,lb1,lb0,K,a1,c3,c2,c1,c0,e21,e20,d,e00,e01,max_err
-0.2876820724517809,-0.2876820724517809,0.028050164383653438,-0.080172667168412856,-1.7659713811088473,7.2323520849792908,9.0275708364061682,SMA,-1.4163179249050939,-1.3429546144171396,4,3.606732849477615,4.8163356877811204e-05,7.7643514495513455e-05,454.91726699525691,0.00025730581539726467,13.395020161255285,-3.2413266892818147,2,-2.73919387864732,60.098278043331973,0.077037897121791543
