,ftype,K,d,c1,c2,c3,e11,e12,e21,e22,e31,e32,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,MA,3,2,0.22684820219,0.29545992234,0.249752417177,1.50029283812,-0.48836669323,4.08505275517,-0.41668338432,2.24413237741,-0.47060484595,1,0.0647735774818,0.261073157391,0.75,0.99,0.0234021444898,0.0770450635964
