lb1,lb0,e20,d,ub0,e11,e10,K,e00,e01,a1,ftype,max_err,ub1,c2,c1,c0,rms_err,e21
-1.4163179249050939,-1.3429546144171396,1.5252505658582836,2,-0.2876820724517809,1.0703727987608944,1.6533938393737551,3,-1.1484178171324424,2.0402781852085958,1,MA,0.13124087163567655,-0.2876820724517809,5.3184523286445433,5.4509173380444151,0.0093396431642879616,0.049131248965245178,3.945780414433441
