,ftype,K,d,c1,c2,c3,c4,c5,e11,e12,e21,e22,e31,e32,e41,e42,e51,e52,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,MA,5,2,0.457489953523,0.538540903919,0.156497493967,0.0280319778203,0.0408221665407,0.357125021687,1.85230828079,0.28267580135,5.54852421576,-0.212653251299,1.57237635255,-0.933168335641,1.18999183327,-0.822014457207,2.6581312933,1,0.0647735774818,0.261073157391,0.75,0.99,0.0162315041704,0.04608875757
