,ftype,K,d,c1,c2,c3,c4,e11,e12,e21,e22,e31,e32,e41,e42,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,MA,4,2,0.134936928787,1.68657581928,0.00906741173109,0.929246512936,-0.212879245866,1.72171613474,1.15470428451,2.11051575367,-1.40249063406,1.77453908117,0.608696954424,6.7413424634,1,0.0647735774818,0.261073157391,0.75,0.99,0.0355640285193,0.100550221948
