,ftype,K,d,c1,c2,c3,e11,e12,e21,e22,e31,e32,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,MA,3,2,0.0134513977653,5.02873301251,4.46807343494,-0.882100204295,1.84238740017,1.56875760481,4.93278522549,1.63784699539,1.29220789393,1,0.0647735774818,0.254873630576,0.75,0.99,0.0472811282196,0.113442766435
