,ftype,K,d,c1,c2,c3,c4,e11,e12,e21,e22,e31,e32,e41,e42,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,MA,4,2,2.97959794988,0.0112681581376,0.0236438626284,3.65879768972,1.43862777906,1.24063109266,-0.96573633184,1.15288742222,-0.755838499188,4.09858302747,1.42064523123,3.42528824118,1,0.0647735774818,0.261073157391,0.75,0.99,0.0243019194322,0.0918151460153
