ub0,ub1,rms_err,e31,e30,e11,e10,ftype,lb1,lb0,K,a1,c3,c2,c1,c0,c4,e40,e41,e20,d,e21,e00,e01,max_err
-0.2876820724517809,-0.2876820724517809,0.022768530575022733,6.1212625440184247,0.4523449125075451,3.6475542622589145,-1.0037440527600925,MA,-1.4163179249050939,-1.3429546144171396,5,1,0.72916249701988323,0.016486914036510182,0.026581679491404359,0.15260848685234626,0.80606311014431931,0.71103813733603294,1.8887505132189557,-1.1664698104483011,2,1.5619339190989465,-0.20555984767958679,1.7306301036035214,0.058405028961079575
