,ftype,K,d,c1,c2,c3,e11,e12,e21,e22,e31,e32,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,3,2,0.174327800946,0.0416559063631,0.948858805959,0.555644354662,368.73801336,0.895735497228,7.42470773955,-0.0160832446366,0.0135815292002,0.0323928311101,0.0647735774818,0.261073157391,0.75,0.99,0.00919723154022,0.0193820345635
