lb1,lb0,e20,d,ub0,e11,e10,K,e00,e01,a1,ftype,max_err,ub1,c2,c1,c0,rms_err,e21
-1.4163179249050939,-1.3429546144171396,0.53152123842437782,2,-0.2876820724517809,0.038116592367398963,-0.0484289355743516,3,0.8516140859121123,7.4066647987493761,0.094724850696466648,SMA,0.022455805175611077,-0.2876820724517809,0.25939286817676188,0.85506768785828591,0.11036325790144023,0.0098844624437808126,316.21833993265903
