,ftype,K,d,c1,c2,c3,c4,e11,e12,e21,e22,e31,e32,e41,e42,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,4,2,12298.5438569,0.73516456792,0.0570921589628,0.0229296466784,10.1886826776,7.01369261783,-0.0924422231535,0.111240201506,0.240825995369,6.47623116078,0.113530834034,47.1638786472,0.165759374321,0.0647735774818,0.261073157391,0.75,0.99,0.0088477146077,0.0186471087874
