,ftype,K,d,c1,c2,c3,c4,c5,e11,e12,e21,e22,e31,e32,e41,e42,e51,e52,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,5,2,4.94620956014e-07,0.0798486511107,3.66010718185e-07,0.0642224104043,8.37381076231e-08,19.4747779097,-4.01044371172,15.614531543,4.74124602074,59.7398630815,-4.59458575964,61.90503607,2.89916358562,6.61942033957,-3.8316641871,7.43708084214,0.0647735774818,0.261073157391,0.75,0.99,0.00903904616373,0.0227289434114
