lb1,lb0,e20,d,ub0,e11,e10,K,e00,e01,a1,ftype,max_err,ub1,c2,c1,c0,rms_err,e21
-1.4163179249050939,-1.3429546144171396,-4.7007605136252391,2,-0.2876820724517809,7.9753959210482135,-0.48303992843817745,3,-3.4166569184231803,9012.4939878564146,5.3204737357473464,SMA,0.099522361824616157,-0.2876820724517809,6.6147661521028241e-07,9.8345908985651907e-05,6.9717173774384353e+33,0.026536428980449552,28.966855529284285
