ub0,ub1,rms_err,e31,e30,e11,e10,ftype,lb1,lb0,K,a1,c3,c2,c1,c0,c4,e40,e41,e20,d,e21,e00,e01,max_err
-0.2876820724517809,-0.2876820724517809,0.026250520166395497,7.4523072852038723,0.5168145613702535,1.5462842663835081,-0.26303234132749981,MA,-1.4163179249050939,-1.3429546144171396,5,1,0.80941176690837124,0.023516096798780649,0.12180439311091953,1.266746443225885,0.022289494130899933,-0.99836952159103154,1.4564218256568022,-1.0222782963660093,2,3.3265052610769721,1.0020592332256701,1.9618087966265496,0.072902841985790889
