ub0,ub1,rms_err,e31,e30,e11,e10,ftype,lb1,lb0,K,a1,c3,c2,c1,c0,e21,e20,d,e00,e01,max_err
-0.2876820724517809,-0.2876820724517809,0.0094172993319187777,6.6776423305973696,21.678131240710922,10.453185627710722,0.43631402766721872,SMA,-1.4163179249050939,-1.3429546144171396,4,0.53797333042840034,95765094128.34259,0.39597861599445988,0.17754935913006775,0.063413492740885008,0.38300123969166627,-0.29565690904811825,2,0.080311033695729631,109.00157093442837,0.020698563593723796
