ub0,ub1,rms_err,e31,e30,e11,e10,ftype,lb1,lb0,K,a1,c3,c2,c1,c0,c4,e40,e41,e20,d,e21,e00,e01,max_err
-0.2876820724517809,-0.2876820724517809,0.0081360898099471762,85.913719511434579,-1.5943948195323889,15.826004711957649,-0.80116312718199645,SMA,-1.4163179249050939,-1.3429546144171396,5,2.045211891108893,0.00065711122438718401,16.547864828294369,0.0045949821853924462,3.4336290433472099e-06,2.0488277318008805,1.6778653798664696,1.8572822561273785,3.3586408500335052,2,31.079284854236352,-3.3431697450884919,2.4974176374696051,0.020240189622231508
