,ftype,K,d,c1,c2,c3,c4,e11,e12,e21,e22,e31,e32,e41,e42,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,4,2,676416.204619,1.91729326536e-15,1823399.25456,2.00757796995e-14,15.7074561013,15.1581087179,-4.15544969488,22.8865308565,14.7079456333,66.7876248035,-4.79264140299,90.6926834451,13.1312418833,0.0647735774818,0.261073157391,0.75,0.99,0.0264501997946,0.0720164738695
