,ftype,K,d,c1,c2,c3,c4,c5,e11,e12,e21,e22,e31,e32,e41,e42,e51,e52,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,MA,5,2,0.186744882948,0.0296580672592,0.0181186030173,0.891916797163,1.28506566672,1.4952961685,0.0195432733436,3.25460364771,-0.824590662562,1.02038188943,-0.959721958987,6.32177718413,0.672206770698,1.70813553474,1.07366598851,1,0.0647735774818,0.261073157391,0.75,0.99,0.021824628232,0.0591624576934
