ub0,ub1,rms_err,e31,e30,e11,e10,ftype,lb1,lb0,K,a1,c3,c2,c1,c0,e21,e20,d,e00,e01,max_err
-0.2876820724517809,-0.2876820724517809,0.021911855114295015,13.606475613784735,13.592725424835034,61.912059359068877,12.91730265287706,SMA,-1.4163179249050939,-1.3429546144171396,4,12.059637476897381,59023.502436308241,4.7219902199007315e-14,226238.75814833117,7.3800389938225281e-13,20.380123153123989,-3.9209569725621209,2,-4.2453503816634921,82.761196908998272,0.061163065743704448
