lb1,lb0,e20,d,ub0,e11,e10,K,e00,e01,a1,ftype,max_err,ub1,c2,c1,c0,rms_err,e21
-1.621229240405931,-1.5592498918902453,0.16426779243004694,2,-0.2876820724517809,1.2205229804205251,-0.1009241444515723,3,1.0742131633198189,-21.695091409977195,0.35596260067249941,SMA,0.14164232388510323,-0.2876820724517809,0.10615988382972713,0.48662664709407777,0.00021139579283036052,0.049725455719232411,31.64746316359582
