,ftype,K,d,c1,c2,c3,c4,e11,e12,e21,e22,e31,e32,e41,e42,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,MA,4,2,0.281614703154,0.190295390354,0.16533163228,0.235640980319,-0.0587998327742,9.92455563592,-0.150681316995,3.54987672681,-0.019006300925,1.83732300474,-0.182887802993,8.07902023769,1,0.0647735774818,0.215408924417,0.75,0.99,0.0491576566387,0.143697080247
