ub0,ub1,rms_err,e31,e30,e11,e10,ftype,lb1,lb0,K,a1,c3,c2,c1,c0,c4,e40,e41,e20,d,e21,e00,e01,max_err
-0.2876820724517809,-0.2876820724517809,0.033325300475119619,3.9716868185508876,-0.54082822316354118,2.6877401453476111,1.5051974272292679,MA,-1.4163179249050939,-1.3429546144171396,5,1,0.040441269293655067,3.909635654023405,4.5714150642931131,0.018948373899634847,3.4684454532617464,1.3119875203868812,5.9557084305575092,1.5148282962676383,2,1.1731223113898628,-0.76239589437263988,1.1172353795407148,0.10872812063833992
