,ftype,K,d,c1,c2,c3,e11,e12,e21,e22,e31,e32,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,MA,3,2,0.446032629996,0.443005050914,0.41718025958,0.166966892855,3.71567317986,0.2798694898,2.64063851564,0.00889751824548,7.53710458743,1,0.0647735774818,0.226015552419,0.75,0.99,0.0493836782921,0.130487766291
