lb1,lb0,e20,d,ub0,e11,e10,K,e00,e01,a1,ftype,max_err,ub1,c2,c1,c0,rms_err,e21
-1.5301575446277806,-1.4631186574577537,0.64049543721321156,2,-0.2876820724517809,17.758174880939322,0.22552251753164654,3,0.39366183046312414,5.463964641986486,1,MA,0.12724381390131301,-0.2876820724517809,1.1415169315591474,0.79194400808020071,0.91241533864054747,0.049027294339283059,2.8470653367575989
