ub0,ub1,rms_err,e31,e30,e11,e10,ftype,lb1,lb0,K,a1,c3,c2,c1,c0,e21,e20,d,e00,e01,max_err
-0.2876820724517809,-0.2876820724517809,0.020974149421786176,3.4364042183103454,-0.55655903930672279,1.109922960651458,-0.76479753483541291,MA,-1.4163179249050939,-1.3429546144171396,4,1,0.04194439642536598,2.8392702464979798,0.021120350800578593,3.4966355088605452,1.1968614409904761,1.3536096271011613,2,1.3529942300686335,3.0965980235653641,0.068305214022626459
