,ftype,K,d,c1,c2,c3,c4,c5,e11,e12,e21,e22,e31,e32,e41,e42,e51,e52,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,5,2,12.9363057418,2.66284268104,1.55139699233,5.9291365044e-06,0.000977429385489,2.28837238316,3.56448248418,53.6953277117,2.69601689493,11.937880216,2.28277380309,32.6380287612,-2.8564959164,1.47618285665,-1.33703671897,2.0674366392,0.0647735774818,0.261073157391,0.75,0.99,0.024860084598,0.0609703307338
