,ftype,K,d,c1,c2,c3,c4,e11,e12,e21,e22,e31,e32,e41,e42,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,4,2,4.88292503e-28,4.99220485785e+14,8.59757206983e-13,4.8448054269e+16,-11.6013714046,37.0718502412,27.092759619,88.2468528753,-9.72825503679,2681.73346319,31.7905889493,19.6008425795,19.6352278416,0.0647735774818,0.231513137534,0.75,0.99,0.0482048051052,0.130677812619
