,ftype,K,d,c1,c2,c3,c4,e11,e12,e21,e22,e31,e32,e41,e42,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,4,2,3.58704398487e-16,1.4000503111e-20,4.72043408933,96.9042665766,54.9147847465,-8.64611509971,12.8254461474,-11.8306554756,15.298775222,8.90691730656,66.4102389143,9.08209701361,9.3657110316,0.0647735774818,0.261073157391,0.75,0.99,0.0268137099314,0.0598566502935
