lb1,lb0,e20,d,ub0,e11,e10,K,e00,e01,a1,ftype,max_err,ub1,c2,c1,c0,rms_err,e21
-1.4163179249050939,-1.3429546144171396,0.04703519080526658,2,-0.2876820724517809,0.041949410539667345,-0.019858966527899494,3,1.1779482822690555,12.855598239529954,0.050272029576986801,SMA,0.020981921246229884,-0.2876820724517809,0.05835794822474645,0.93734758510277416,0.053194471107934183,0.0085946048900442714,337.6580924318551
