ub0,ub1,rms_err,e31,e30,e11,e10,ftype,lb1,lb0,K,a1,c3,c2,c1,c0,c4,e40,e41,e20,d,e21,e00,e01,max_err
-0.2876820724517809,-0.2876820724517809,0.00546950885974418,1.1914073982556699,0.037217551297843883,3.8383052540705922,-0.10646561812878358,MA,-1.4163179249050939,-1.3429546144171396,5,1,0.55009647515083337,0.35428112551529328,0.53852431490214725,0.39015360402596116,0.32222852006966568,-0.33241280151712344,1.1217570536563832,-0.29424767357003745,2,1.3867796268635462,-0.28601147843589447,2.6774040247326458,0.012772677349855099
