,ftype,K,d,c1,c2,c3,c4,c5,e11,e12,e21,e22,e31,e32,e41,e42,e51,e52,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,5,2,0.0411185776569,0.346584405345,2488.64830953,0.00182493990698,0.59896696939,0.411316272965,40.2397079233,-0.178277029828,0.428821886626,9.6907237712,5.10553583414,1.39125620128,-10.7810243889,0.152024018455,-0.0671479597406,0.110624127632,0.0647735774818,0.261073157391,0.75,0.99,0.00551246372645,0.0143283765626
