ub0,ub1,rms_err,e31,e30,e11,e10,ftype,lb1,lb0,K,a1,c3,c2,c1,c0,e21,e20,d,e00,e01,max_err
-0.2876820724517809,-0.2876820724517809,0.020790787314589665,8.4066970348262746,6.3706159935515334,5.9434301670533767,-1.7516613572015833,SMA,-1.4163179249050939,-1.3429546144171396,4,4.1839302624407333,5.272818755494046,5.0131982731386649e-06,5.2887042395197172e-05,858.00647769136003,26.603054338068741,-3.8796405381307579,2,-3.2162087949996443,1833.3263631041182,0.076698439926688566
