,ftype,K,d,c1,c2,c3,c4,e11,e12,e21,e22,e31,e32,e41,e42,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,4,2,6.80830357607e-12,1.37458295566e-14,68.1096798657,131.49121938,-5.57246764501,50.0803986633,-7.41853049414,10.2002993164,8.49611461081,11.0514785713,7.72162501399,52.7470139316,7.00869108967,0.0647735774818,0.261073157391,0.75,0.99,0.0249120091592,0.0618653137557
