lb1,lb0,e20,d,ub0,e11,e10,K,e00,e01,a1,ftype,max_err,ub1,c2,c1,c0,rms_err,e21
-1.4163179249050939,-1.3429546144171396,0.22311616535892395,2,-0.2876820724517809,0.043052705174777675,-0.024829103862797706,3,1.0410325323047791,11.308105652368535,0.058481473821100888,SMA,0.027699986728157766,-0.2876820724517809,0.098226840419419134,0.92346372710404034,0.057045383344382007,0.010055993557477463,344.42840427424267
