,ftype,K,d,c1,c2,c3,c4,e11,e12,e21,e22,e31,e32,e41,e42,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,4,2,0.00346368144308,0.0109849699186,0.860440303816,0.134014519634,0.24081939386,39.7523433548,0.68349863653,6.70443988965,-0.0264799682417,0.0240794808763,0.249668111247,-0.138796265614,0.0140483646368,0.0647735774818,0.261073157391,0.75,0.99,0.00716142960352,0.017133170255
