ub0,ub1,rms_err,e31,e30,e11,e10,ftype,lb1,lb0,K,a1,c3,c2,c1,c0,e21,e20,d,e00,e01,max_err
-0.2876820724517809,-0.2876820724517809,0.048108169726252072,180.7574396019379,-14.372518721652574,46.491581047951705,-15.074001538230993,SMA,-1.5301575446277806,-1.4631186574577537,4,24.656704857649114,3.0839053490343291e-35,4.2178934094136187e+18,6.5615110295767448e-40,20762869149534024.0,32.008047359118343,41.671066041729006,2,35.450583796412715,133.92100023912695,0.12933389778266724
