,ftype,K,d,c1,c2,c3,c4,e11,e12,e21,e22,e31,e32,e41,e42,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,4,2,1240.63882373,0.016704388254,0.064672928922,0.0290765217939,8.33998125625,11.3901966364,-0.149026068136,64.0560980029,0.616607475137,5.31090253436,0.901683586365,-1.10169980053,1.54180096975,0.0647735774818,0.261073157391,0.75,0.99,0.0180766702323,0.0730855391931
