,ftype,K,d,c1,c2,c3,e11,e12,e21,e22,e31,e32,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,3,2,5.02957706411e-26,1.96013509938e-05,1.92666499929e-09,-10.2753705891,18.5104816661,7.76372811055,128.504958137,4.68474379186,54.0020894716,24.3558993828,0.0647735774818,0.261073157391,0.75,0.99,0.0406343258674,0.115107913579
