ub0,ub1,rms_err,e31,e30,e11,e10,ftype,lb1,lb0,K,a1,c3,c2,c1,c0,c4,e40,e41,e20,d,e21,e00,e01,max_err
-0.2876820724517809,-0.2876820724517809,0.01479393765615491,1036.6756790121101,21.269626843865616,26.415292620719967,-12.796510832618686,SMA,-1.4163179249050939,-1.3429546144171396,5,23.338686262594177,48701.123852474528,2.277947511635352,6.1709534866677231e-40,0.00083135097714231976,3.2255103481797881e-27,-3.4839413492626745,113.87015475186821,23.320251400212953,2,81.155767644419726,22.16708114743868,34.903440266747502,0.040632750878917712
