,ftype,K,d,c1,c2,c3,c4,c5,e11,e12,e21,e22,e31,e32,e41,e42,e51,e52,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,5,2,6.17972492666,0.394616605125,6.26851873943,6.748415172e-05,6.30209248941e-08,2.91017082969,40.1069713652,4.52637906187,-7.53599046609,2.80024823328,4.50510639394,-2.12349658988,0.493956871943,-4.45390337362,10.8389798907,2.21276263977,0.0647735774818,0.261073157391,0.75,0.99,0.0228161461045,0.0523117481679
