,ftype,K,d,c1,c2,c3,c4,c5,e11,e12,e21,e22,e31,e32,e41,e42,e51,e52,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,MA,5,2,0.0134115291849,5.60314714575,11.021901156,9.1525460304,0.0236118798397,-0.809457578198,1.56794207362,1.69070913224,2.91470510384,2.0576036604,1.20276949995,1.84093584876,4.44361484509,-0.705664459904,5.96293075824,1,0.0647735774818,0.20530005224,0.75,0.99,0.0493237912408,0.15998289673
