ub0,ub1,rms_err,e31,e30,e11,e10,ftype,lb1,lb0,K,a1,c3,c2,c1,c0,c4,e40,e41,e20,d,e21,e00,e01,max_err
-0.2876820724517809,-0.2876820724517809,0.010673214479118644,9.7351883739610603,-0.59473569597626685,-1.7404261437211885,-3.8260669221498693,SMA,-1.4163179249050939,-1.3429546144171396,5,0.015174981649122442,0.0014085810369839807,0.0041345777039892605,2.0488942963918803e-08,0.96008704166162262,1.5256259029386101,4.394447625614295,0.96611061456608294,0.21470434086717294,2,47.708378501792325,-0.0063876507247823261,0.01633493012998229,0.03431715109412492
