,ftype,K,d,c1,c2,c3,c4,e11,e12,e21,e22,e31,e32,e41,e42,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,4,2,1.1601448127e-20,327555468.809,837448026.509,1.18263890059e-18,-8.37078714592,27.3663157495,17.4584097994,73.840247454,19.7753050371,16.712401008,-8.30758273192,100.774661472,14.6535101291,0.0647735774818,0.261073157391,0.75,0.99,0.0386675394345,0.0992266560959
