ub0,ub1,rms_err,e31,e30,e11,e10,ftype,lb1,lb0,K,a1,c3,c2,c1,c0,c4,e40,e41,e20,d,e21,e00,e01,max_err
-0.2876820724517809,-0.2876820724517809,0.004234202770064404,-3.807480595842097,1.0560032313200909,2.8383005893213569,-1.8188642443814351,SMA,-1.4163179249050939,-1.3429546144171396,5,1.853632074209095,0.0037753861634135036,11.191082762568358,1.6390522462643821e-05,0.18784502749894966,0.0051224978267572583,0.043867590441094874,41.875194350927089,5.0324147412210074,2,41.956755651212852,1.4420865036627022,3.667996288079967,0.011814259827799045
