ub0,ub1,rms_err,e31,e30,e11,e10,ftype,lb1,lb0,K,a1,c3,c2,c1,c0,e21,e20,d,e00,e01,max_err
-0.2876820724517809,-0.2876820724517809,0.022404024009581237,274.42513867713774,66.111976390189852,70.218908936794591,42.576655561585945,SMA,-1.4163179249050939,-1.3429546144171396,4,52.401996602512213,4.0875910363893123e+24,1.251898790750882e+20,0.010128781477770256,2.510838839357455e-93,87.234526423016419,68.248731852034268,2,-47.07834977132979,55.576403600196286,0.069960865232161051
