,ftype,K,d,c1,c2,c3,c4,c5,e11,e12,e21,e22,e31,e32,e41,e42,e51,e52,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,MA,5,2,0.306904760771,0.524845008333,0.0811558622725,0.0799896941185,0.117801877478,0.0398903175194,1.94648424056,0.229570289824,4.65108352064,-0.512143285997,2.00800006803,-0.477492494509,0.552844787728,-0.432153794589,17.8868739104,1,0.0647735774818,0.261073157391,0.75,0.99,0.0314528818149,0.121294713202
