lb1,lb0,e20,d,ub0,e11,e10,K,e00,e01,a1,ftype,max_err,ub1,c2,c1,c0,rms_err,e21
-1.4163179249050939,-1.3429546144171396,1.4630645484872999,2,-0.2876820724517809,1.6030392678643277,-0.59523064699230011,3,1.3643703934936973,4.5211819125162211,1,MA,0.11981964640051368,-0.2876820724517809,3.7833866531668816,0.016910806462439008,3.9060331063306775,0.047608509073617931,1.3151692100205925
