,ftype,K,d,c1,c2,c3,e11,e12,e21,e22,e31,e32,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,MA,3,2,0.62853977336,0.526771598244,0.690593983123,0.0645853360663,2.75248940861,-0.0801408549153,5.09030207278,0.207943312549,1.71901177464,1,0.0647735774818,0.261073157391,0.75,0.99,0.0447070399012,0.143649829519
