,ftype,K,d,c1,c2,c3,c4,c5,e11,e12,e21,e22,e31,e32,e41,e42,e51,e52,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,MA,5,2,0.887612607272,0.0154157767966,0.280991891681,0.53925962285,0.154245585243,0.589199450758,7.5302645028,-1.14508935782,1.52163241146,0.0784068223057,3.18030915582,0.521177074499,1.95692995582,-0.137558118273,1.61169907986,1,0.0647735774818,0.261073157391,0.75,0.99,0.0242809326372,0.0711350803623
