,ftype,K,d,c1,c2,e11,e12,e21,e22,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,2,2,7.38937975536e-06,5.21934293668e-07,68.6309944426,-3.48260792544,20.5228018289,-4.05480657371,8.95739000795,0.0647735774818,0.231513137534,0.75,0.99,0.0497440529096,0.126857814958
