lb1,lb0,ub0,d,e11,e10,K,e00,e01,a1,ftype,max_err,c1,c0,rms_err,ub1
-1.5073896206832431,-1.4390858488496308,-0.2876820724517809,2,31.978564752758057,0.20619775211726177,2,-0.11055249624363865,0.48867908457553605,0.20566805298501981,SMA,0.12043264835937384,0.069074781268028768,0.68010336531745996,0.04991916125057342,-0.2876820724517809
