,ftype,K,d,c1,c2,e11,e12,e21,e22,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,2,2,0.0292465581404,0.761615169479,34.1868445414,-0.0931802576633,0.439830474311,-0.0646277346811,0.223312573101,0.0647735774818,0.261073157391,0.75,0.99,0.0491970223496,0.153155474755
