,ftype,K,d,c1,c2,e11,e12,e21,e22,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,MA,2,2,0.389427255527,0.368576311408,-0.233593720162,4.21684734482,-0.18827444244,1.89254347047,1,0.0647735774818,0.261073157391,0.75,0.99,0.0464394534732,0.153108181013
