lb1,lb0,ub0,d,e11,e10,K,e00,e01,a1,ftype,max_err,c1,c0,rms_err,ub1
-1.5301575446277806,-1.4631186574577537,-0.2876820724517809,2,14.793317150002631,-3.1165789533753405,2,-2.5708209828767639,58.627501176204071,6.3019876685835703,SMA,0.12211905991659766,1.7582036738823438e-05,0.00014820760421752345,0.049742578916235916,-0.2876820724517809
