ub0,ub1,rms_err,e31,e30,e11,e10,ftype,lb1,lb0,K,a1,c3,c2,c1,c0,e21,e20,d,e00,e01,max_err
-0.2876820724517809,-0.2876820724517809,0.044964452770012223,1.7690200003161154,0.43239206961728965,5.7473867101905691,-0.021213764500523744,MA,-1.4163179249050939,-1.3429546144171396,4,1,0.93304648798901069,0.73075101075885474,0.5666203000405855,0.88958486868268172,3.4344239197618132,0.16077323307788532,2,0.36209840198851589,2.4834381753255523,0.1246043182046479
