lb1,lb0,e20,d,ub0,e11,e10,K,e00,e01,a1,ftype,max_err,ub1,c2,c1,c0,rms_err,e21
-1.4163179249050939,-1.3429546144171396,-0.095195941648306512,2,-0.2876820724517809,1.9155545041097757,-0.10860687847416206,3,-0.17642999790777963,4.137033179364817,1,MA,0.16772204131949819,-0.2876820724517809,0.41266247974633058,0.43556879309531238,0.43972718501401953,0.045087025113205524,1.6001828210606523
