,ftype,K,d,c1,c2,e11,e12,e21,e22,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,SMA,2,2,0.000124005623331,0.00133708938275,53.686776599,-1.99807854529,18.7359802855,0.0690420700678,10.2817255196,0.0647735774818,0.261073157391,0.75,0.99,0.0458118683081,0.168350004967
